f(Hz),Zc(%)
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
48,11
48,11
48,11
48,11
48,11
48,11
48,11
48,11
48,11
48,11
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
48,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,62
42,73
42,73
42,73
42,73
42,73
42,73
42,73
42,73
42,73
42,73
42,73
42,73
42,73
42,73
42,73
42,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
38,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,73
44,28
44,28
44,28
44,28
44,28
44,28
44,28
44,28
44,28
44,28
44,28
44,28
44,28
44,28
44,28
44,28
44,28
44,28
44,28
44,28
44,28
44,28
54,28
54,28
54,28
54,28
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
54,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,99
47,99
47,99
47,99
47,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,99
36,37
36,37
36,37
36,37
36,37
36,37
36,37
36,37
36,37
36,37
36,37
36,37
36,37
36,37
36,37
36,37
36,37
36,37
36,37
36,37
36,37
36,37
39,37
39,37
39,37
39,37
39,37
39,37
39,37
39,37
39,37
39,37
39,37
39,37
39,37
39,37
39,37
39,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,37
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
58,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
55,34
37,34
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,85
37,75
37,75
37,75
37,75
37,75
37,75
37,75
37,75
37,75
37,75
37,75
37,75
37,75
37,75
37,75
37,75
37,75
37,75
37,75
37,75
37,75
37,75
46,75
46,75
46,75
46,75
46,75
46,75
46,75
46,75
46,75
46,75
46,75
46,75
46,75
46,75
46,75
46,75
46,75
46,75
46,75
46,75
46,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
47,75
57,75
57,75
57,75
57,75
57,75
57,75
57,75
57,75
57,75
57,75
57,75
57,75
57,75
57,75
57,75
57,75
57,75
57,75
57,75
57,75
57,75
57,10
57,10
57,10
57,10
57,10
57,10
57,10
57,10
57,10
57,10
57,10
57,10
57,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
51,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,10
48,50
48,50
48,50
48,50
48,50
48,50
48,50
48,50
48,50
48,50
48,50
48,50
48,50
48,50
48,50
48,50
48,50
48,50
48,50
48,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,50
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
39,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,32
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,38
54,90
54,90
54,90
54,90
54,90
54,90
54,90
54,90
54,90
54,90
54,90
54,90
54,90
54,90
54,90
54,90
54,90
54,90
54,90
54,31
54,31
54,31
54,31
54,31
54,31
54,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
57,31
58,31
58,31
58,31
58,31
58,31
58,31
58,31
58,31
58,31
58,31
58,31
58,31
58,31
58,31
58,31
58,31
58,31
58,31
39,31
39,31
39,31
39,31
39,31
39,31
39,31
39,95
39,95
39,95
39,95
39,95
39,95
39,95
39,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
43,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,95
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,63
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
41,29
43,29
43,29
43,29
43,29
43,29
43,29
43,29
43,29
43,29
43,29
43,29
43,29
43,29
43,29
43,29
43,67
43,67
43,67
43,67
43,67
43,67
43,67
43,67
43,67
43,67
43,67
43,67
43,67
43,67
43,67
43,67
43,67
43,67
43,67
43,67
43,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
48,67
55,67
55,67
55,67
55,67
55,67
55,67
55,67
55,67
55,67
55,67
55,67
55,67
55,67
55,67
55,67
55,67
55,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,67
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
59,79
39,79
39,79
39,79
39,79
39,79
39,79
39,79
39,79
39,79
39,79
39,79
55,79
55,79
55,79
55,79
55,79
55,79
55,79
55,79
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,9
55,5
55,5
55,5
55,5
55,5
55,5
55,5
55,5
55,5
55,5
55,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,5
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
53,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
36,44
37,44
37,44
37,44
37,44
37,44
37,44
37,44
37,44
37,44
37,44
37,44
37,44
37,44
37,44
37,44
37,44
37,35
37,35
37,35
37,35
37,35
37,35
37,35
37,35
37,35
37,35
37,35
37,35
37,35
37,35
37,35
37,35
37,35
37,35
37,35
37,35
37,35
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
37,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,14
50,61
50,61
50,61
50,61
50,61
50,61
50,61
50,61
50,61
50,61
50,61
50,61
36,61
36,61
36,61
36,61
36,61
36,61
36,61
36,61
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
36,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,8
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,7
50,70
50,70
50,70
50,70
50,70
50,70
50,70
50,70
50,70
50,70
50,70
50,70
50,70
50,70
50,70
50,70
50,70
50,70
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,8
50,8
46,8
46,8
46,8
46,8
46,8
46,8
46,8
46,8
46,8
46,8
46,8
46,8
46,8
46,8
46,8
46,8
46,8
46,8
46,8
46,8
46,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,8
52,37
52,37
52,37
52,37
52,37
52,37
52,37
52,37
52,37
52,37
52,37
52,37
52,37
52,37
52,37
52,37
52,37
52,37
52,37
52,37
52,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,37
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
49,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,81
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
47,98
45,98
45,98
45,98
45,98
45,98
45,98
45,98
45,98
45,98
45,98
45,98
45,98
45,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
37,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,98
50,37
50,37
50,37
50,37
50,37
50,37
47,37
47,37
47,37
47,37
47,37
47,37
47,37
47,37
47,37
47,37
47,37
47,37
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,77
47,42
47,42
47,42
47,42
47,42
47,42
47,42
47,42
47,42
47,42
47,42
47,42
47,42
47,42
47,42
47,42
47,42
47,42
47,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
41,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,42
53,11
53,11
53,11
53,11
53,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
36,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,11
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,1
39,5
39,5
39,5
39,5
39,5
39,5
39,5
39,5
39,5
39,5
39,5
39,5
39,5
39,5
39,5
39,5
39,5
39,5
39,5
39,5
39,5
39,11
39,11
39,11
39,11
39,11
39,11
39,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,11
55,74
55,74
55,74
55,74
55,74
55,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,74
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
56,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,96
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
39,28
48,28
48,28
48,28
48,28
48,28
48,28
48,28
48,28
48,28
48,28
48,28
48,28
48,28
48,28
48,28
48,28
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
48,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,22
57,1
57,1
57,1
57,1
57,1
57,1
57,1
57,1
57,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
37,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,1
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
45,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
56,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
47,4
40,4
40,4
40,4
40,4
40,4
40,4
40,52
40,52
40,52
40,52
40,52
40,52
40,52
40,52
40,52
40,52
40,52
40,52
40,52
40,52
40,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,52
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
43,7
